chr1 start1 end1 chr2 start2 end2 bulk.IF1 bulk.IF2 D M adj.bulk.IF1 bulk.adj.IF2 adj.M mc A Z Difference.cluster
44 chr20 43000000 44000000 chr20 44000000 45000000 36 30 1 -0.263034405833794 33.72477421705 32.0239356696417 -0.0746581618266414 -0.188376244007153 32.8743549433458 -0.328139857661056 1
45 chr20 44000000 45000000 chr20 45000000 46000000 35 31 1 -0.175086706558091 32.7879749332431 33.0914001919631 0.0132895374490606 -0.188376244007153 32.9396875626031 0.0672768423921835 1
46 chr20 45000000 46000000 chr20 46000000 47000000 52 31 1 -0.746243407754217 48.7135627579611 33.0914001919631 -0.557867163747065 -0.188376244007153 40.9024814749621 -2.50066865089785 0
47 chr20 46000000 47000000 chr20 47000000 48000000 45 44 1 -0.0324214776923775 42.1559677713125 46.9684389821411 0.155954766314775 -0.188376244007153 44.5622033767268 0.708705947132918 1
48 chr20 47000000 48000000 chr20 48000000 49000000 26 25 1 -0.0565835283663674 24.3567813789806 26.6866130580347 0.131792715640785 -0.188376244007153 25.5216972185076 0.600072311202572 1
49 chr20 48000000 49000000 chr20 49000000 50000000 33 39 1 0.241008099503795 30.9143763656292 41.6311163705342 0.429384343510947 -0.188376244007153 36.2727463680817 1.93805727755179 1
50 chr20 49000000 50000000 chr20 50000000 51000000 37 34 1 -0.12199052437861 34.661573500857 36.2937937589272 0.0663857196285413 -0.188376244007153 35.4776836298921 0.305999598254387 1
51 chr20 50000000 51000000 chr20 51000000 52000000 32 23 1 -0.476438043942987 29.9775770818222 24.551684013392 -0.288061799935835 -0.188376244007153 27.2646305476071 -1.28761194226858 1
52 chr20 51000000 52000000 chr20 52000000 53000000 31 22 1 -0.494764691749578 29.0407777980153 23.4842194910706 -0.306388447742426 -0.188376244007153 26.2624986445429 -1.37000935184723 1
53 chr20 52000000 53000000 chr20 53000000 54000000 23 32 1 0.476438043942987 21.5463835275597 34.1588647142845 0.664814287950139 -0.188376244007153 27.8526241209221 2.99656059816773 0
54 chr20 53000000 54000000 chr20 54000000 55000000 44 34 1 -0.371968777386958 41.2191684875056 36.2937937589272 -0.183592533379806 -0.188376244007153 38.7564811232164 -0.817913553581109 1
55 chr20 54000000 55000000 chr20 55000000 56000000 38 21 1 -0.855610090664825 35.5983727846639 22.4167549687492 -0.667233846657673 -0.188376244007153 29.0075638767065 -2.99238603757688 0
56 chr20 55000000 56000000 chr20 56000000 57000000 31 32 1 0.0458036896131248 29.0407777980153 34.1588647142845 0.234179933620277 -0.188376244007153 31.5998212561499 1.06040971848558 1
57 chr20 56000000 57000000 chr20 57000000 58000000 53 33 1 -0.683526335204746 49.6503620417681 35.2263292366058 -0.495150091197593 -0.188376244007153 42.4383456391869 -2.21868995141227 0
58 chr20 57000000 58000000 chr20 58000000 59000000 36 34 1 -0.082462160191973 33.72477421705 36.2937937589272 0.105914083815179 -0.188376244007153 35.0092839879886 0.483720851384443 1
59 chr20 58000000 59000000 chr20 59000000 60000000 54 50 1 -0.111031312388744 50.587161325575 53.3732261160695 0.0773449316184084 -0.188376244007153 51.9801937208222 0.355272694377487 1
60 chr20 59000000 60000000 chr20 60000000 61000000 36 31 1 -0.215728691055437 33.72477421705 33.0914001919631 -0.0273524470482852 -0.188376244007153 33.4080872045065 -0.115451296330091 1
61 chr20 60000000 61000000 chr20 61000000 62000000 24 23 1 -0.0614005446641433 22.4831828113667 24.551684013392 0.126975699343009 -0.188376244007153 23.5174334123793 0.578414795380604 1
62 chr20 61000000 62000000 chr20 62000000 63000000 28 25 1 -0.163498732282879 26.2303799465944 26.6866130580347 0.0248775117242727 -0.188376244007153 26.4584965023146 0.119376881232792 1
63 chr20 0 1000000 chr20 2000000 3000000 22 23 2 0.0641303374197156 21.5982989319918 23.4277709366502 0.117302002643923 -0.0531716652242063 22.513034934321 0.534921432193497 1
64 chr20 1000000 2000000 chr20 3000000 4000000 18 20 2 0.15200309344505 17.6713354898114 20.3719747275219 0.205174758669258 -0.0531716652242063 19.0216551086667 0.930001184117389 1
65 chr20 2000000 3000000 chr20 4000000 5000000 16 21 2 0.39231742277876 15.7078537687213 21.390573463898 0.445489088002967 -0.0531716652242063 18.5492136163097 2.01046491271087 0
66 chr20 3000000 4000000 chr20 5000000 6000000 16 18 2 0.169925001442312 15.7078537687213 18.3347772547697 0.223096666666519 -0.0531716652242063 17.0213155117455 1.0105788658225 1
67 chr20 4000000 5000000 chr20 6000000 7000000 20 20 2 0 19.6348172109016 20.3719747275219 0.0531716652242074 -0.0531716652242063 20.0033959692118 0.246588632078843 1
68 chr20 5000000 6000000 chr20 7000000 8000000 22 15 2 -0.552541023028779 21.5982989319918 15.2789810456414 -0.499369357804572 -0.0531716652242063 18.4386399888166 -2.23765995849735 0
69 chr20 6000000 7000000 chr20 8000000 9000000 33 34 2 0.0430687218918859 32.3974483979876 34.6323570367873 0.096240387116093 -0.0531716652242063 33.5149027173875 0.440227488197336 1
70 chr20 7000000 8000000 chr20 9000000 10000000 21 19 2 -0.144389909335175 20.6165580714467 19.3533759911458 -0.0912182441109685 -0.0531716652242063 19.9849670312963 -0.402594711436724 1
71 chr20 8000000 9000000 chr20 10000000 11000000 25 15 2 -0.736965594166206 24.543521513627 15.2789810456414 -0.683793928941999 -0.0531716652242063 19.9112512796342 -3.06684089135255 0
72 chr20 9000000 10000000 chr20 11000000 12000000 17 27 2 0.667424660913129 16.6895946292664 27.5021658821546 0.720596326137336 -0.0531716652242063 22.0958802557105 3.24735908003682 0
73 chr20 10000000 11000000 chr20 12000000 13000000 30 20 2 -0.584962500721156 29.4522258163524 20.3719747275219 -0.531790835496949 -0.0531716652242063 24.9121002719372 -2.383428339314 0
74 chr20 11000000 12000000 chr20 13000000 14000000 21 22 2 0.067114195858537 20.6165580714467 22.4091722002741 0.120285861082744 -0.0531716652242063 21.5128651358604 0.548336990156029 1
75 chr20 12000000 13000000 chr20 14000000 15000000 18 17 2 -0.082462160191973 17.6713354898114 17.3161785183936 -0.0292904949677658 -0.0531716652242063 17.4937570041025 -0.124164844486294 1
76 chr20 13000000 14000000 chr20 15000000 16000000 19 17 2 -0.160464672193246 18.6530763503565 17.3161785183936 -0.107293006969039 -0.0531716652242063 17.9846274343751 -0.474867547859093 1
77 chr20 14000000 15000000 chr20 16000000 17000000 35 23 2 -0.605721060887954 34.3609301190778 23.4277709366502 -0.552549395663746 -0.0531716652242063 28.894350527864 -2.4767597331607 0
78 chr20 15000000 16000000 chr20 17000000 18000000 18 21 2 0.222392421336448 17.6713354898114 21.390573463898 0.275564086560656 -0.0531716652242063 19.5309544768547 1.2464746789672 1
79 chr20 16000000 17000000 chr20 18000000 19000000 21 21 2 0 20.6165580714467 21.390573463898 0.0531716652242071 -0.0531716652242063 21.0035657676724 0.246588632078841 1
80 chr20 17000000 18000000 chr20 19000000 20000000 24 19 2 -0.337034987277571 23.5617806530819 19.3533759911458 -0.283863322053364 -0.0531716652242063 21.4575783221139 -1.26873540219754 1
81 chr20 18000000 19000000 chr20 20000000 21000000 30 19 2 -0.658963082164933 29.4522258163524 19.3533759911458 -0.605791416940726 -0.0531716652242063 24.4028009037491 -2.71613818797975 0
82 chr20 19000000 20000000 chr20 21000000 22000000 18 15 2 -0.263034405833794 17.6713354898114 15.2789810456414 -0.209862740609587 -0.0531716652242063 16.4751582677264 -0.936025553531795 1
83 chr20 20000000 21000000 chr20 22000000 23000000 15 22 2 0.552541023028779 14.7261129081762 22.4091722002741 0.605712688252986 -0.0531716652242063 18.5676425542252 2.73083722265503 0
84 chr20 21000000 22000000 chr20 23000000 24000000 20 19 2 -0.0740005814437769 19.6348172109016 19.3533759911458 -0.0208289162195704 -0.0531716652242063 19.4940966010237 -0.0861212165869065 1
85 chr20 22000000 23000000 chr20 24000000 25000000 19 20 2 0.0740005814437768 18.6530763503565 20.3719747275219 0.127172246667985 -0.0531716652242063 19.5125255389392 0.57929848074459 1
86 chr20 23000000 24000000 chr20 25000000 26000000 13 25 2 0.943416471633633 12.762631187086 25.4649684094024 0.996588136857839 -0.0531716652242063 19.1137997982442 4.48823032437386 0
87 chr20 24000000 25000000 chr20 26000000 27000000 19 17 2 -0.160464672193246 18.6530763503565 17.3161785183936 -0.107293006969039 -0.0531716652242063 17.9846274343751 -0.474867547859093 1
88 chr20 25000000 26000000 chr20 27000000 28000000 17 19 2 0.160464672193246 16.6895946292664 19.3533759911458 0.213636337417453 -0.0531716652242063 18.0214853102061 0.968044812016776 1
89 chr20 26000000 27000000 chr20 28000000 29000000 22 15 2 -0.552541023028779 21.5982989319918 15.2789810456414 -0.499369357804572 -0.0531716652242063 18.4386399888166 -2.23765995849735 0
90 chr20 27000000 28000000 chr20 29000000 30000000 20 22 2 0.137503523749935 19.6348172109016 22.4091722002741 0.190675188974142 -0.0531716652242063 21.0219947055879 0.864810485005846 1
91 chr20 28000000 29000000 chr20 30000000 31000000 24 18 2 -0.415037499278844 23.5617806530819 18.3347772547697 -0.361865834054637 -0.0531716652242063 20.9482789539258 -1.61943810557034 1
92 chr20 29000000 30000000 chr20 31000000 32000000 24 20 2 -0.263034405833794 23.5617806530819 20.3719747275219 -0.209862740609586 -0.0531716652242063 21.9668776903019 -0.936025553531793 1
93 chr20 30000000 31000000 chr20 32000000 33000000 20 17 2 -0.234465253637023 19.6348172109016 17.3161785183936 -0.181293588412816 -0.0531716652242063 18.4754978646476 -0.80757739652484 1
94 chr20 31000000 32000000 chr20 33000000 34000000 14 20 2 0.514573172829758 13.7443720476311 20.3719747275219 0.567744838053965 -0.0531716652242063 17.0581733875765 2.56013210862187 0
95 chr20 32000000 33000000 chr20 34000000 35000000 19 18 2 -0.0780025120012732 18.6530763503565 18.3347772547697 -0.024830846777066 -0.0531716652242063 18.4939268025631 -0.104114071293958 1
96 chr20 33000000 34000000 chr20 35000000 36000000 17 16 2 -0.0874628412503394 16.6895946292664 16.2975797820175 -0.034291176026132 -0.0531716652242063 16.493587205642 -0.146648125099687 1
97 chr20 34000000 35000000 chr20 36000000 37000000 18 19 2 0.0780025120012732 17.6713354898114 19.3533759911458 0.13117417722548 -0.0531716652242063 18.5123557404786 0.597291335451639 1
98 chr20 35000000 36000000 chr20 37000000 38000000 29 18 2 -0.68805599368526 28.4704849558073 18.3347772547697 -0.634884328461053 -0.0531716652242063 23.4026311052885 -2.84694118979843 0
99 chr20 36000000 37000000 chr20 38000000 39000000 25 17 2 -0.556393348524385 24.543521513627 17.3161785183936 -0.503221683300178 -0.0531716652242063 20.9298500160103 -2.25498018230705 0
100 chr20 37000000 38000000 chr20 39000000 40000000 29 25 2 -0.214124805352848 28.4704849558073 25.4649684094024 -0.16095314012864 -0.0531716652242063 26.9677266826049 -0.716125851977677 1
101 chr20 38000000 39000000 chr20 40000000 41000000 36 17 2 -1.08246216019197 35.3426709796229 17.3161785183936 -1.02929049496777 -0.0531716652242063 26.3294247490083 -4.62020855352832 0
102 chr20 39000000 40000000 chr20 41000000 42000000 24 20 2 -0.263034405833794 23.5617806530819 20.3719747275219 -0.209862740609586 -0.0531716652242063 21.9668776903019 -0.936025553531793 1
103 chr20 40000000 41000000 chr20 42000000 43000000 21 31 2 0.561878887608115 20.6165580714467 31.576560827659 0.615050552832321 -0.0531716652242063 26.0965594495528 2.77282066995283 0
104 chr20 41000000 42000000 chr20 43000000 44000000 13 19 2 0.547487795302493 12.762631187086 19.3533759911458 0.6006594605267 -0.0531716652242063 16.0580035891159 2.7081176899259 0
105 chr20 42000000 43000000 chr20 44000000 45000000 22 16 2 -0.459431618637297 21.5982989319918 16.2975797820175 -0.40625995341309 -0.0531716652242063 18.9479393570046 -1.81903600663037 1
106 chr20 43000000 44000000 chr20 45000000 46000000 21 20 2 -0.070389327891398 20.6165580714467 20.3719747275219 -0.017217662667191 -0.0531716652242063 20.4942663994843 -0.0698848627709756 1
107 chr20 44000000 45000000 chr20 46000000 47000000 20 19 2 -0.0740005814437769 19.6348172109016 19.3533759911458 -0.0208289162195704 -0.0531716652242063 19.4940966010237 -0.0861212165869065 1
108 chr20 45000000 46000000 chr20 47000000 48000000 18 26 2 0.53051471669878 17.6713354898114 26.4835671457785 0.583686381922987 -0.0531716652242063 22.077451317795 2.6318059866466 0
109 chr20 46000000 47000000 chr20 48000000 49000000 17 14 2 -0.280107919192735 16.6895946292664 14.2603823092653 -0.226936253968528 -0.0531716652242063 15.4749884692659 -1.01278881586051 1
110 chr20 47000000 48000000 chr20 49000000 50000000 21 23 2 0.131244533278253 20.6165580714467 23.4277709366502 0.184416198502459 -0.0531716652242063 22.0221645040485 0.836669790270684 1
111 chr20 48000000 49000000 chr20 50000000 51000000 19 18 2 -0.0780025120012732 18.6530763503565 18.3347772547697 -0.024830846777066 -0.0531716652242063 18.4939268025631 -0.104114071293958 1
112 chr20 49000000 50000000 chr20 51000000 52000000 24 19 2 -0.337034987277571 23.5617806530819 19.3533759911458 -0.283863322053364 -0.0531716652242063 21.4575783221139 -1.26873540219754 1
113 chr20 50000000 51000000 chr20 52000000 53000000 19 26 2 0.452512204697507 18.6530763503565 26.4835671457785 0.505683869921714 -0.0531716652242063 22.5683217480675 2.2811032832738 0
114 chr20 51000000 52000000 chr20 53000000 54000000 26 21 2 -0.308122295362332 25.5252623741721 21.390573463898 -0.254950630138124 -0.0531716652242063 23.4579179190351 -1.13874267560056 1
115 chr20 52000000 53000000 chr20 54000000 55000000 15 17 2 0.180572245641821 14.7261129081762 17.3161785183936 0.233743910866027 -0.0531716652242063 16.0211457132849 1.05844934112434 1
116 chr20 53000000 54000000 chr20 55000000 56000000 26 18 2 -0.53051471669878 25.5252623741721 18.3347772547697 -0.477343051474573 -0.0531716652242063 21.9300198144709 -2.13862872248892 0
117 chr20 54000000 55000000 chr20 56000000 57000000 18 19 2 0.0780025120012732 17.6713354898114 19.3533759911458 0.13117417722548 -0.0531716652242063 18.5123557404786 0.597291335451639 1
118 chr20 55000000 56000000 chr20 57000000 58000000 21 26 2 0.308122295362332 20.6165580714467 26.4835671457785 0.361293960586538 -0.0531716652242063 23.5500626086126 1.63191993975824 1
119 chr20 56000000 57000000 chr20 58000000 59000000 15 18 2 0.263034405833794 14.7261129081762 18.3347772547697 0.316206071058 -0.0531716652242063 16.530445081473 1.42920281768947 1
120 chr20 57000000 58000000 chr20 59000000 60000000 17 19 2 0.160464672193246 16.6895946292664 19.3533759911458 0.213636337417453 -0.0531716652242063 18.0214853102061 0.968044812016776 1
121 chr20 58000000 59000000 chr20 60000000 61000000 21 22 2 0.067114195858537 20.6165580714467 22.4091722002741 0.120285861082744 -0.0531716652242063 21.5128651358604 0.548336990156029 1
122 chr20 59000000 60000000 chr20 61000000 62000000 18 18 2 0 17.6713354898114 18.3347772547697 0.0531716652242071 -0.0531716652242063 18.0030563722906 0.246588632078841 1
123 chr20 60000000 61000000 chr20 62000000 63000000 16 18 2 0.169925001442312 15.7078537687213 18.3347772547697 0.223096666666519 -0.0531716652242063 17.0213155117455 1.0105788658225 1
124 chr20 0 1000000 chr20 3000000 4000000 17 17 3 0 16.5776700602052 17.4330891464504 0.0725869831349881 -0.0725869831349872 17.0053796033278 0.333880750030659 1
125 chr20 1000000 2000000 chr20 4000000 5000000 23 20 3 -0.201633861169651 22.4286124343953 20.5095166428829 -0.129046878034662 -0.0725869831349872 21.4690645386391 -0.572673903011002 1
126 chr20 2000000 3000000 chr20 5000000 6000000 23 19 3 -0.275634442613427 22.4286124343953 19.4840408107387 -0.20304745947844 -0.0725869831349872 20.956326622567 -0.905383751676749 1
127 chr20 3000000 4000000 chr20 6000000 7000000 17 18 3 0.082462160191973 16.5776700602052 18.4585649785946 0.155049143326961 -0.0725869831349872 17.5181175193999 0.704634226595795 1
128 chr20 4000000 5000000 chr20 7000000 8000000 18 16 3 -0.169925001442312 17.5528271225702 16.4076133143063 -0.0973380183073243 -0.0725869831349872 16.9802202184383 -0.430109483713007 1
129 chr20 5000000 6000000 chr20 8000000 9000000 23 18 3 -0.3536369546147 22.4286124343953 18.4585649785946 -0.281049971479713 -0.0725869831349872 20.4435887064949 -1.25608645504955 1
130 chr20 6000000 7000000 chr20 9000000 10000000 19 18 3 -0.0780025120012732 18.5279841849353 18.4585649785946 -0.00541552886628518 -0.0725869831349872 18.4932745817649 -0.0168219533421407 1
131 chr20 7000000 8000000 chr20 10000000 11000000 23 16 3 -0.523561956057013 22.4286124343953 16.4076133143063 -0.450974972922025 -0.0725869831349872 19.4181128743508 -2.02007668879321 0
132 chr20 8000000 9000000 chr20 11000000 12000000 19 16 3 -0.247927513443586 18.5279841849353 16.4076133143063 -0.175340530308597 -0.0725869831349872 17.4677987496208 -0.780812187085805 1
133 chr20 9000000 10000000 chr20 12000000 13000000 26 25 3 -0.0565835283663674 25.3540836214904 25.6368958036036 0.0160034547686206 -0.0725869831349872 25.495489712547 0.0794787332836513 1
134 chr20 10000000 11000000 chr20 13000000 14000000 19 19 3 0 18.5279841849353 19.4840408107387 0.0725869831349878 -0.0725869831349872 19.006012497837 0.333880750030658 1
135 chr20 11000000 12000000 chr20 14000000 15000000 19 20 3 0.0740005814437768 18.5279841849353 20.5095166428829 0.146587564578765 -0.0725869831349872 19.5187504139091 0.666590598696406 1
136 chr20 12000000 13000000 chr20 15000000 16000000 28 17 3 -0.719892080807265 27.3043977462204 17.4330891464504 -0.647305097672277 -0.0725869831349872 22.3687434463354 -2.90278551107202 0
137 chr20 13000000 14000000 chr20 16000000 17000000 24 21 3 -0.192645077942396 23.4037694967603 21.534992475027 -0.120058094807407 -0.0725869831349872 22.4693809858937 -0.532259940730159 1
138 chr20 14000000 15000000 chr20 17000000 18000000 18 18 3 0 17.5528271225702 18.4585649785946 0.0725869831349878 -0.0725869831349872 18.0056960505824 0.333880750030658 1
139 chr20 15000000 16000000 chr20 18000000 19000000 19 14 3 -0.440572591385981 18.5279841849353 14.356661650018 -0.367985608250994 -0.0725869831349872 16.4423229174766 -1.64695287784663 1
140 chr20 16000000 17000000 chr20 19000000 20000000 16 18 3 0.169925001442312 15.6025129978402 18.4585649785946 0.2425119845773 -0.0725869831349872 17.0305389882174 1.09787098377432 1
141 chr20 17000000 18000000 chr20 20000000 21000000 18 18 3 0 17.5528271225702 18.4585649785946 0.0725869831349878 -0.0725869831349872 18.0056960505824 0.333880750030658 1
142 chr20 18000000 19000000 chr20 21000000 22000000 22 19 3 -0.211504105193712 21.4534553720303 19.4840408107387 -0.138917122058724 -0.0725869831349872 20.4687480913845 -0.617050951562094 1
143 chr20 19000000 20000000 chr20 22000000 23000000 18 18 3 0 17.5528271225702 18.4585649785946 0.0725869831349878 -0.0725869831349872 18.0056960505824 0.333880750030658 1
144 chr20 20000000 21000000 chr20 23000000 24000000 16 19 3 0.247927513443585 15.6025129978402 19.4840408107387 0.320514496578573 -0.0725869831349872 17.5432769042895 1.44857368714712 1
145 chr20 21000000 22000000 chr20 24000000 25000000 17 18 3 0.082462160191973 16.5776700602052 18.4585649785946 0.155049143326961 -0.0725869831349872 17.5181175193999 0.704634226595795 1
146 chr20 22000000 23000000 chr20 25000000 26000000 19 18 3 -0.0780025120012732 18.5279841849353 18.4585649785946 -0.00541552886628518 -0.0725869831349872 18.4932745817649 -0.0168219533421407 1
147 chr20 23000000 24000000 chr20 26000000 27000000 18 19 3 0.0780025120012732 17.5528271225702 19.4840408107387 0.150589495136261 -0.0725869831349872 18.5184339666545 0.684583453403456 1
148 chr20 24000000 25000000 chr20 27000000 28000000 23 19 3 -0.275634442613427 22.4286124343953 19.4840408107387 -0.20304745947844 -0.0725869831349872 20.956326622567 -0.905383751676749 1
149 chr20 25000000 26000000 chr20 28000000 29000000 19 20 3 0.0740005814437768 18.5279841849353 20.5095166428829 0.146587564578765 -0.0725869831349872 19.5187504139091 0.666590598696406 1
