chr region1 region2 IF
chr22 34000000 39000000 6
chr22 34000000 40000000 2
chr22 35000000 39000000 4
chr22 35000000 40000000 2
chr22 35000000 41000000 4
chr22 36000000 40000000 6
chr22 36000000 41000000 4
chr22 36000000 42000000 2
chr22 37000000 41000000 2
chr22 37000000 42000000 1
chr22 37000000 43000000 3
chr22 38000000 42000000 1
chr22 38000000 43000000 3
chr22 38000000 44000000 2
chr22 39000000 43000000 3
chr22 39000000 44000000 1
chr22 39000000 45000000 10
chr22 40000000 44000000 3
chr22 40000000 45000000 2
chr22 40000000 46000000 5
chr22 41000000 45000000 2
chr22 41000000 46000000 4
chr22 41000000 47000000 3
chr22 42000000 46000000 3
chr22 42000000 47000000 2
chr22 42000000 48000000 6
chr22 43000000 47000000 7
chr22 43000000 48000000 3
chr22 43000000 49000000 5
chr22 44000000 48000000 2
chr22 44000000 49000000 4
chr22 44000000 50000000 2
chr22 45000000 49000000 2
chr22 45000000 50000000 4
chr22 45000000 51000000 5
chr22 46000000 50000000 2
chr22 46000000 51000000 6
chr22 47000000 51000000 3
chr22 16000000 23000000 4
chr22 16000000 24000000 3
chr22 16000000 25000000 2
chr22 16000000 26000000 6
chr22 17000000 24000000 3
chr22 17000000 25000000 1
chr22 17000000 26000000 5
chr22 17000000 27000000 7
chr22 18000000 25000000 1
chr22 18000000 26000000 5
chr22 18000000 27000000 4
chr22 18000000 28000000 5
chr22 19000000 26000000 3
chr22 19000000 27000000 2
chr22 19000000 28000000 7
chr22 19000000 29000000 5
chr22 20000000 27000000 5
chr22 20000000 28000000 5
chr22 20000000 29000000 3
chr22 20000000 30000000 5
chr22 21000000 28000000 2
chr22 21000000 29000000 10
chr22 21000000 30000000 3
chr22 21000000 31000000 3
chr22 22000000 29000000 4
chr22 22000000 30000000 3
chr22 22000000 31000000 5
chr22 22000000 32000000 3
chr22 23000000 30000000 4
chr22 23000000 31000000 4
chr22 23000000 32000000 2
chr22 23000000 33000000 5
chr22 24000000 31000000 6
chr22 24000000 32000000 1
chr22 24000000 33000000 2
chr22 24000000 34000000 6
chr22 25000000 32000000 5
chr22 25000000 33000000 9
chr22 25000000 34000000 4
chr22 25000000 35000000 8
chr22 26000000 33000000 3
chr22 26000000 34000000 3
chr22 26000000 35000000 1
chr22 26000000 36000000 6
chr22 27000000 34000000 5
chr22 27000000 35000000 1
chr22 27000000 36000000 2
chr22 27000000 37000000 5
chr22 28000000 35000000 3
chr22 28000000 36000000 7
chr22 28000000 37000000 6
chr22 28000000 38000000 7
chr22 29000000 36000000 6
chr22 29000000 37000000 1
chr22 29000000 38000000 1
chr22 29000000 39000000 3
chr22 30000000 37000000 17
chr22 30000000 38000000 4
chr22 30000000 39000000 5
chr22 30000000 40000000 3
chr22 31000000 38000000 2
chr22 31000000 39000000 4
chr22 31000000 40000000 3
chr22 31000000 41000000 1
chr22 32000000 39000000 5
chr22 32000000 40000000 2
chr22 32000000 41000000 2
chr22 32000000 42000000 8
chr22 33000000 40000000 4
chr22 33000000 41000000 4
chr22 33000000 42000000 2
chr22 33000000 43000000 6
chr22 34000000 41000000 3
chr22 34000000 42000000 3
chr22 34000000 43000000 1
chr22 34000000 44000000 3
chr22 35000000 42000000 4
chr22 35000000 43000000 1
chr22 35000000 44000000 3
chr22 35000000 45000000 2
chr22 36000000 43000000 5
chr22 36000000 44000000 2
chr22 36000000 45000000 3
chr22 36000000 46000000 1
chr22 37000000 44000000 2
chr22 37000000 45000000 3
chr22 37000000 46000000 2
chr22 37000000 47000000 3
chr22 38000000 45000000 7
chr22 38000000 46000000 3
chr22 38000000 47000000 1
chr22 38000000 48000000 4
chr22 39000000 46000000 3
chr22 39000000 47000000 5
chr22 39000000 48000000 3
chr22 39000000 49000000 6
chr22 40000000 47000000 4
chr22 40000000 48000000 3
chr22 40000000 49000000 4
chr22 40000000 50000000 4
chr22 41000000 48000000 1
chr22 41000000 49000000 7
chr22 41000000 50000000 3
chr22 41000000 51000000 3
chr22 42000000 49000000 6
chr22 42000000 50000000 7
chr22 42000000 51000000 4
chr22 43000000 50000000 4
chr22 43000000 51000000 2
chr22 44000000 51000000 4
chr22 16000000 27000000 2
chr22 16000000 28000000 3
chr22 16000000 29000000 3
chr22 16000000 30000000 2
chr22 16000000 31000000 3
chr22 17000000 28000000 8
chr22 17000000 29000000 3
chr22 17000000 30000000 3
chr22 17000000 31000000 7
chr22 17000000 32000000 3
chr22 18000000 29000000 2
chr22 18000000 30000000 2
chr22 18000000 31000000 3
chr22 18000000 32000000 3
chr22 18000000 33000000 2
chr22 19000000 30000000 2
chr22 19000000 31000000 2
chr22 19000000 32000000 6
chr22 19000000 33000000 6
chr22 19000000 34000000 6
chr22 20000000 31000000 1
chr22 20000000 32000000 7
chr22 20000000 33000000 3
chr22 20000000 34000000 5
chr22 20000000 35000000 5
chr22 21000000 32000000 3
chr22 21000000 33000000 3
chr22 21000000 34000000 6
chr22 21000000 35000000 3
chr22 21000000 36000000 1
chr22 22000000 33000000 1
chr22 22000000 34000000 7
chr22 22000000 35000000 2
chr22 22000000 36000000 2
chr22 22000000 37000000 4
chr22 23000000 34000000 3
chr22 23000000 35000000 14
chr22 23000000 36000000 1
chr22 23000000 37000000 3
chr22 23000000 38000000 2
chr22 24000000 35000000 14
chr22 24000000 36000000 7
chr22 24000000 37000000 1
chr22 24000000 38000000 1
chr22 24000000 39000000 2
chr22 25000000 36000000 9
chr22 25000000 37000000 1
chr22 25000000 38000000 2
chr22 25000000 39000000 5
chr22 25000000 40000000 2
chr22 26000000 37000000 3
chr22 26000000 38000000 2
chr22 26000000 39000000 3
chr22 26000000 40000000 8
chr22 26000000 41000000 3
chr22 27000000 38000000 8
chr22 27000000 39000000 3
chr22 27000000 40000000 3
chr22 27000000 41000000 3
chr22 27000000 42000000 3
chr22 28000000 39000000 2
chr22 28000000 40000000 7
chr22 28000000 41000000 3
chr22 28000000 42000000 6
chr22 28000000 43000000 3
chr22 29000000 40000000 3
chr22 29000000 41000000 5
chr22 29000000 42000000 1
chr22 29000000 43000000 1
chr22 29000000 44000000 3
chr22 30000000 41000000 2
chr22 30000000 42000000 6
chr22 30000000 43000000 1
chr22 30000000 44000000 3
chr22 30000000 45000000 4
chr22 31000000 42000000 2
chr22 31000000 43000000 6
chr22 31000000 44000000 3
chr22 31000000 45000000 4
chr22 31000000 46000000 3
chr22 32000000 43000000 1
chr22 32000000 44000000 2
chr22 32000000 45000000 6
chr22 32000000 46000000 2
chr22 32000000 47000000 4
chr22 33000000 44000000 1
chr22 33000000 45000000 3
chr22 33000000 46000000 6
chr22 33000000 47000000 4
chr22 33000000 48000000 5
chr22 34000000 45000000 1
chr22 34000000 46000000 7
chr22 34000000 47000000 6
chr22 34000000 48000000 4
chr22 34000000 49000000 8
chr22 35000000 46000000 1
chr22 35000000 47000000 3
chr22 35000000 48000000 2
chr22 35000000 49000000 6
chr22 35000000 50000000 2
chr22 36000000 47000000 4
chr22 36000000 48000000 5
chr22 36000000 49000000 2
chr22 36000000 50000000 2
chr22 36000000 51000000 3
chr22 37000000 48000000 3
chr22 37000000 49000000 2
chr22 37000000 50000000 1
chr22 37000000 51000000 4
chr22 38000000 49000000 4
chr22 38000000 50000000 4
chr22 38000000 51000000 3
chr22 39000000 50000000 3
chr22 39000000 51000000 2
chr22 40000000 51000000 3
chr22 16000000 32000000 6
chr22 16000000 33000000 3
chr22 16000000 34000000 4
chr22 16000000 35000000 3
chr22 16000000 36000000 7
chr22 16000000 37000000 2
chr22 17000000 33000000 4
chr22 17000000 34000000 2
chr22 17000000 35000000 5
chr22 17000000 36000000 3
chr22 17000000 37000000 10
chr22 17000000 38000000 2
chr22 18000000 34000000 4
chr22 18000000 35000000 2
chr22 18000000 36000000 2
chr22 18000000 37000000 17
chr22 18000000 38000000 4
chr22 18000000 39000000 6
chr22 19000000 35000000 5
chr22 19000000 36000000 2
chr22 19000000 37000000 2
chr22 19000000 38000000 9
chr22 19000000 39000000 4
chr22 19000000 40000000 2
chr22 20000000 36000000 2
chr22 20000000 37000000 3
chr22 20000000 38000000 1
chr22 20000000 39000000 4
chr22 20000000 40000000 3
chr22 20000000 41000000 6
chr22 21000000 37000000 5
chr22 21000000 38000000 2
chr22 21000000 39000000 1
chr22 21000000 40000000 4
chr22 21000000 41000000 5
chr22 21000000 42000000 4
chr22 22000000 38000000 5
chr22 22000000 39000000 4
chr22 22000000 40000000 6
chr22 22000000 41000000 8
chr22 22000000 42000000 2
chr22 22000000 43000000 8
chr22 23000000 39000000 4
chr22 23000000 40000000 1
chr22 23000000 41000000 4
chr22 23000000 42000000 5
chr22 23000000 43000000 3
chr22 23000000 44000000 2
chr22 24000000 40000000 5
chr22 24000000 41000000 4
chr22 24000000 42000000 2
chr22 24000000 43000000 4
chr22 24000000 44000000 2
chr22 24000000 45000000 3
chr22 25000000 41000000 3
chr22 25000000 42000000 8
chr22 25000000 43000000 3
chr22 25000000 44000000 3
chr22 25000000 45000000 4
chr22 25000000 46000000 8
chr22 26000000 42000000 7
chr22 26000000 43000000 2
chr22 26000000 44000000 5
chr22 26000000 45000000 2
chr22 26000000 46000000 15
chr22 26000000 47000000 3
chr22 27000000 43000000 2
chr22 27000000 44000000 5
chr22 27000000 45000000 3
chr22 27000000 46000000 5
chr22 27000000 47000000 5
chr22 27000000 48000000 2
chr22 28000000 44000000 4
chr22 28000000 45000000 5
chr22 28000000 46000000 2
chr22 28000000 47000000 9
chr22 28000000 48000000 3
chr22 28000000 49000000 9
chr22 29000000 45000000 7
chr22 29000000 46000000 4
chr22 29000000 47000000 2
chr22 29000000 48000000 4
chr22 29000000 49000000 2
chr22 29000000 50000000 3
chr22 30000000 46000000 5
chr22 30000000 47000000 4
chr22 30000000 48000000 1
chr22 30000000 49000000 11
chr22 30000000 50000000 2
chr22 30000000 51000000 4
chr22 31000000 47000000 3
chr22 31000000 48000000 7
chr22 31000000 49000000 8
chr22 31000000 50000000 6
chr22 31000000 51000000 2
chr22 32000000 48000000 10
chr22 32000000 49000000 3
chr22 32000000 50000000 3
chr22 32000000 51000000 8
chr22 33000000 49000000 3
chr22 33000000 50000000 5
chr22 33000000 51000000 3
chr22 34000000 50000000 4
chr22 34000000 51000000 5
chr22 35000000 51000000 3
chr22 16000000 38000000 2
chr22 16000000 39000000 3
chr22 16000000 40000000 2
chr22 16000000 41000000 4
chr22 16000000 42000000 2
chr22 16000000 43000000 2
chr22 16000000 44000000 4
chr22 17000000 39000000 4
chr22 17000000 40000000 2
chr22 17000000 41000000 2
chr22 17000000 42000000 2
chr22 17000000 43000000 3
chr22 17000000 44000000 4
chr22 17000000 45000000 4
chr22 18000000 40000000 5
chr22 18000000 41000000 2
chr22 18000000 42000000 3
chr22 18000000 43000000 4
chr22 18000000 44000000 11
chr22 18000000 45000000 7
chr22 18000000 46000000 4
chr22 19000000 41000000 2
chr22 19000000 42000000 1
chr22 19000000 43000000 4
chr22 19000000 44000000 1
chr22 19000000 45000000 2
chr22 19000000 46000000 1
chr22 19000000 47000000 1
chr22 20000000 42000000 4
chr22 20000000 43000000 2
chr22 20000000 44000000 5
chr22 20000000 45000000 1
chr22 20000000 46000000 2
chr22 20000000 47000000 4
chr22 20000000 48000000 3
chr22 21000000 43000000 2
chr22 21000000 44000000 1
chr22 21000000 45000000 5
chr22 21000000 46000000 2
chr22 21000000 47000000 1
chr22 21000000 48000000 3
chr22 21000000 49000000 2
chr22 22000000 44000000 3
chr22 22000000 45000000 4
chr22 22000000 46000000 3
chr22 22000000 47000000 1
chr22 22000000 48000000 3
chr22 22000000 49000000 1
chr22 22000000 50000000 3
chr22 23000000 45000000 4
chr22 23000000 46000000 7
chr22 23000000 47000000 1
chr22 23000000 48000000 1
chr22 23000000 49000000 5
chr22 23000000 50000000 2
chr22 23000000 51000000 5
chr22 24000000 46000000 3
chr22 24000000 47000000 4
chr22 24000000 48000000 3
chr22 24000000 49000000 4
chr22 24000000 50000000 6
chr22 24000000 51000000 3
chr22 25000000 47000000 3
chr22 25000000 48000000 2
chr22 25000000 49000000 5
chr22 25000000 50000000 1
chr22 25000000 51000000 4
chr22 26000000 48000000 1
chr22 26000000 49000000 1
chr22 26000000 50000000 6
chr22 26000000 51000000 4
chr22 27000000 49000000 2
chr22 27000000 50000000 2
chr22 27000000 51000000 5
chr22 28000000 50000000 1
chr22 28000000 51000000 3
chr22 29000000 51000000 4
chr22 16000000 45000000 5
chr22 16000000 46000000 3
chr22 16000000 47000000 5
chr22 16000000 48000000 5
chr22 16000000 49000000 4
chr22 16000000 50000000 5
chr22 16000000 51000000 4
chr22 17000000 46000000 6
chr22 17000000 47000000 3
chr22 17000000 48000000 8
chr22 17000000 49000000 4
chr22 17000000 50000000 2
chr22 17000000 51000000 2
chr22 18000000 47000000 8
chr22 18000000 48000000 4
chr22 18000000 49000000 5
chr22 18000000 50000000 5
chr22 18000000 51000000 5
chr22 19000000 48000000 5
chr22 19000000 49000000 3
chr22 19000000 50000000 5
chr22 19000000 51000000 3
chr22 20000000 49000000 1
chr22 20000000 50000000 3
chr22 20000000 51000000 6
chr22 21000000 50000000 6
chr22 21000000 51000000 3
chr22 22000000 51000000 6
